torchrun --nproc_per_node 4 --nnodes 2 --node_rank 1 --master_addr 10.3.0.26 --master_port 32364 pretrain_megatron_llama.py --save /mnt/output_megatron_llama2/checkpoint/dsw-pretrain-megatron-gpt3-7B-lr-1e-5-bs-1-seqlen-128-pr-bf16-tp-1-pp-4-ac-sel-do-true-sp-false-tt-409600-wt-10000 --train-data-path /gfshome/llama2-datasets/wudao_llamabpe_text_document --lr 1e-5 --min-lr 1e-6 --lr-decay-style linear --adam-beta1 0.9 --adam-beta2 0.95 --weight-decay 0.1 --clip-grad 1.0 --init-method-std 0.006 --lr-decay-iters 400 --lr-warmup-iters 9 --train-iters 400 --micro-batch-size 1 --global-batch-size 8 --num-layers 32 --hidden-size 4096 --num-attention-heads 32 --ffn-hidden-size 11008 --seq-length 128 --max-position-embeddings 4096 --max-padding-length 128 --log-interval 1 --eval-interval 10000 --eval-iters 10 --save-interval 100000 --tensorboard-queue-size 1 --tensorboard-dir /mnt/output_megatron_llama2/tensorboard/dsw-pretrain-megatron-gpt3-7B-lr-1e-5-bs-1-seqlen-128-pr-bf16-tp-1-pp-4-ac-sel-do-true-sp-false-tt-409600-wt-10000_2024.11.22-04.22.02 --log-timers-to-tensorboard --log-batch-size-to-tensorboard --log-validation-ppl-to-tensorboard --tensor-model-parallel-size 1 --pipeline-model-parallel-size 4 --no-load-optim --no-load-rng --num-workers 0 --seed 1234 --max-padding-length 128 --extra-vocab-size 0 --patch-tokenizer-type LLamaTokenizer --dataset LLama-Pretrain-Idxmap --swiglu --normalization RMSNorm --use-llama2-rotary-position-embeddings --position-embedding-type rope --untie-embeddings-and-output-weights --disable-bias-linear --forward-backward-disaggregating --bf16 --load /gfshome/llama2-ckpts/Llama-2-7b-hf-to-megatron-tp1-pp4 --recompute-activations --use-distributed-optimizer
> setting tensorboard ...
 > number of parameters on (tensor, pipeline) model parallel rank (0, 2): 1619066880
 > number of parameters on (tensor, pipeline) model parallel rank (0, 3): 1750142976
Rank level: Rank level:0  30Rank level:
 Rank level:2 
0  20 
3
(min, max) time across ranks (ms):
    load-checkpoint ................................: (7727.37, 7727.76)
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (9780.02, 9801.78)
    train/valid/test-data-iterators-setup ..........: (1469.89, 2499.17)
 iteration        1/     400 | consumed samples:            8 | elapsed time per iteration (ms): 2989.3 | learning rate: 1.111E-06 | global batch size:     8 | lm loss: 1.068049E+01 | loss scale: 1.0 | grad norm: 47.611 | number of skipped iterations:   0 | number of nan iterations:   0 |
[Rank 4] (after 1 iterations) memory (MB) | allocated: 18554.880859375 | max allocated: 18554.88427734375 | reserved: 18928.0 | max reserved: 18928.0
[Rank 6] (after 1 iterations) memory (MB) | allocated: 20054.9287109375 | max allocated: 20054.93212890625 | reserved: 20642.0 | max reserved: 20642.0
 iteration        2/     400 | consumed samples:           16 | elapsed time per iteration (ms): 1567.5 | learning rate: 2.222E-06 | global batch size:     8 | lm loss: 1.061451E+01 | loss scale: 1.0 | grad norm: 204.464 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration        3/     400 | consumed samples:           24 | elapsed time per iteration (ms): 1506.0 | learning rate: 3.333E-06 | global batch size:     8 | lm loss: 9.666226E+00 | loss scale: 1.0 | grad norm: 59.516 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration        4/     400 | consumed samples:           32 | elapsed time per iteration (ms): 1493.3 | learning rate: 4.444E-06 | global batch size:     8 | lm loss: 1.067665E+01 | loss scale: 1.0 | grad norm: 70.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration        5/     400 | consumed samples:           40 | elapsed time per iteration (ms): 1534.9 | learning rate: 5.556E-06 | global batch size:     8 | lm loss: 1.098933E+01 | loss scale: 1.0 | grad norm: 46.676 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration        6/     400 | consumed samples:           48 | elapsed time per iteration (ms): 1465.0 | learning rate: 6.667E-06 | global batch size:     8 | lm loss: 9.861741E+00 | loss scale: 1.0 | grad norm: 41.058 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration        7/     400 | consumed samples:           56 | elapsed time per iteration (ms): 1503.9 | learning rate: 7.778E-06 | global batch size:     8 | lm loss: 9.623478E+00 | loss scale: 1.0 | grad norm: 68.703 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration        8/     400 | consumed samples:           64 | elapsed time per iteration (ms): 1499.3 | learning rate: 8.889E-06 | global batch size:     8 | lm loss: 8.693103E+00 | loss scale: 1.0 | grad norm: 29.727 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration        9/     400 | consumed samples:           72 | elapsed time per iteration (ms): 1500.1 | learning rate: 1.000E-05 | global batch size:     8 | lm loss: 7.941988E+00 | loss scale: 1.0 | grad norm: 20.591 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       10/     400 | consumed samples:           80 | elapsed time per iteration (ms): 1501.1 | learning rate: 9.977E-06 | global batch size:     8 | lm loss: 7.846517E+00 | loss scale: 1.0 | grad norm: 53.243 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       11/     400 | consumed samples:           88 | elapsed time per iteration (ms): 1496.2 | learning rate: 9.954E-06 | global batch size:     8 | lm loss: 8.174131E+00 | loss scale: 1.0 | grad norm: 27.915 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       12/     400 | consumed samples:           96 | elapsed time per iteration (ms): 1447.7 | learning rate: 9.931E-06 | global batch size:     8 | lm loss: 7.454420E+00 | loss scale: 1.0 | grad norm: 16.758 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       13/     400 | consumed samples:          104 | elapsed time per iteration (ms): 1496.8 | learning rate: 9.908E-06 | global batch size:     8 | lm loss: 6.947242E+00 | loss scale: 1.0 | grad norm: 9.783 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       14/     400 | consumed samples:          112 | elapsed time per iteration (ms): 1455.5 | learning rate: 9.885E-06 | global batch size:     8 | lm loss: 6.520373E+00 | loss scale: 1.0 | grad norm: 9.342 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       15/     400 | consumed samples:          120 | elapsed time per iteration (ms): 2601.6 | learning rate: 9.862E-06 | global batch size:     8 | lm loss: 6.671080E+00 | loss scale: 1.0 | grad norm: 10.152 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       16/     400 | consumed samples:          128 | elapsed time per iteration (ms): 2425.0 | learning rate: 9.839E-06 | global batch size:     8 | lm loss: 6.328038E+00 | loss scale: 1.0 | grad norm: 30.471 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       17/     400 | consumed samples:          136 | elapsed time per iteration (ms): 2474.4 | learning rate: 9.816E-06 | global batch size:     8 | lm loss: 6.582240E+00 | loss scale: 1.0 | grad norm: 13.944 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       18/     400 | consumed samples:          144 | elapsed time per iteration (ms): 2398.0 | learning rate: 9.793E-06 | global batch size:     8 | lm loss: 6.029513E+00 | loss scale: 1.0 | grad norm: 7.474 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       19/     400 | consumed samples:          152 | elapsed time per iteration (ms): 2549.3 | learning rate: 9.770E-06 | global batch size:     8 | lm loss: 6.138690E+00 | loss scale: 1.0 | grad norm: 7.366 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       20/     400 | consumed samples:          160 | elapsed time per iteration (ms): 1497.7 | learning rate: 9.747E-06 | global batch size:     8 | lm loss: 6.273012E+00 | loss scale: 1.0 | grad norm: 6.595 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       21/     400 | consumed samples:          168 | elapsed time per iteration (ms): 2396.9 | learning rate: 9.724E-06 | global batch size:     8 | lm loss: 6.120697E+00 | loss scale: 1.0 | grad norm: 23.602 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       22/     400 | consumed samples:          176 | elapsed time per iteration (ms): 1585.8 | learning rate: 9.701E-06 | global batch size:     8 | lm loss: 6.019697E+00 | loss scale: 1.0 | grad norm: 4.521 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       23/     400 | consumed samples:          184 | elapsed time per iteration (ms): 1436.7 | learning rate: 9.678E-06 | global batch size:     8 | lm loss: 5.988437E+00 | loss scale: 1.0 | grad norm: 5.166 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       24/     400 | consumed samples:          192 | elapsed time per iteration (ms): 2451.9 | learning rate: 9.655E-06 | global batch size:     8 | lm loss: 5.697437E+00 | loss scale: 1.0 | grad norm: 5.747 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       25/     400 | consumed samples:          200 | elapsed time per iteration (ms): 1589.2 | learning rate: 9.632E-06 | global batch size:     8 | lm loss: 5.932370E+00 | loss scale: 1.0 | grad norm: 6.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       26/     400 | consumed samples:          208 | elapsed time per iteration (ms): 2400.6 | learning rate: 9.609E-06 | global batch size:     8 | lm loss: 5.846738E+00 | loss scale: 1.0 | grad norm: 5.854 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       27/     400 | consumed samples:          216 | elapsed time per iteration (ms): 2462.9 | learning rate: 9.586E-06 | global batch size:     8 | lm loss: 5.799790E+00 | loss scale: 1.0 | grad norm: 4.645 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       28/     400 | consumed samples:          224 | elapsed time per iteration (ms): 1559.7 | learning rate: 9.563E-06 | global batch size:     8 | lm loss: 5.905821E+00 | loss scale: 1.0 | grad norm: 6.706 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       29/     400 | consumed samples:          232 | elapsed time per iteration (ms): 2443.4 | learning rate: 9.540E-06 | global batch size:     8 | lm loss: 5.858024E+00 | loss scale: 1.0 | grad norm: 4.820 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       30/     400 | consumed samples:          240 | elapsed time per iteration (ms): 1493.0 | learning rate: 9.517E-06 | global batch size:     8 | lm loss: 6.122587E+00 | loss scale: 1.0 | grad norm: 6.377 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       31/     400 | consumed samples:          248 | elapsed time per iteration (ms): 2350.6 | learning rate: 9.494E-06 | global batch size:     8 | lm loss: 5.938609E+00 | loss scale: 1.0 | grad norm: 5.278 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       32/     400 | consumed samples:          256 | elapsed time per iteration (ms): 1497.7 | learning rate: 9.471E-06 | global batch size:     8 | lm loss: 5.781454E+00 | loss scale: 1.0 | grad norm: 5.410 | number of skipped iterations:   0 | number of nan iterations:   0 |
